Participant,Probe,TUT,Disengage,Awareness,FMT
6091ab55ea2e97910519f8e7,3,0,6,7,2
6091ab55ea2e97910519f8e7,4,0,6,7,6
6091ab55ea2e97910519f8e7,5,0,7,7,5
6091ab55ea2e97910519f8e7,6,0,6,7,6
6091ab55ea2e97910519f8e7,7,0,6,7,6
6091ebb375f9f6e9e1acaef8,1,0,5,7,5
6091ebb375f9f6e9e1acaef8,2,0,4,6,4
6091ebb375f9f6e9e1acaef8,3,0,5,6,7
6091ebb375f9f6e9e1acaef8,4,1,6,6,7
6091ebb375f9f6e9e1acaef8,5,1,7,4,7
6091ebb375f9f6e9e1acaef8,6,1,6,6,5
6091ebb375f9f6e9e1acaef8,7,0,7,6,7
6095a3cfda27eb98bb3b74f0,1,0,4,7,7
6095a3cfda27eb98bb3b74f0,2,0,4,7,7
6095a3cfda27eb98bb3b74f0,3,0,4,7,7
6095a3cfda27eb98bb3b74f0,4,0,4,7,7
6095a3cfda27eb98bb3b74f0,5,0,4,7,7
6095a3cfda27eb98bb3b74f0,6,0,4,7,7
6095a3cfda27eb98bb3b74f0,7,0,4,7,7
60b4a8a01d08a9bfb5f1e408,1,1,4,5,5
60b4a8a01d08a9bfb5f1e408,2,0,4,6,6
60b4a8a01d08a9bfb5f1e408,3,1,5,6,6
60b4a8a01d08a9bfb5f1e408,4,0,5,5,7
60b4a8a01d08a9bfb5f1e408,5,1,6,6,5
60b4a8a01d08a9bfb5f1e408,6,0,4,6,5
60b4a8a01d08a9bfb5f1e408,7,0,5,6,4
60b7f09a4462d1d1aa6bbcf6,1,1,1,4,4
60b7f09a4462d1d1aa6bbcf6,2,0,1,4,2
60b7f09a4462d1d1aa6bbcf6,3,0,1,5,3
60b7f09a4462d1d1aa6bbcf6,4,1,1,4,6
60b7f09a4462d1d1aa6bbcf6,5,1,3,4,3
60b7f09a4462d1d1aa6bbcf6,6,1,1,3,4
60b7f09a4462d1d1aa6bbcf6,7,0,1,3,3
60bff9298f56d55c8ecd9adf,1,1,6,5,5
60bff9298f56d55c8ecd9adf,2,0,1,6,1
60bff9298f56d55c8ecd9adf,3,1,3,7,4
60bff9298f56d55c8ecd9adf,4,0,1,3,1
60bff9298f56d55c8ecd9adf,5,1,5,7,5
60bff9298f56d55c8ecd9adf,6,1,4,5,5
60bff9298f56d55c8ecd9adf,7,0,1,5,1
60c119b30aa5205b493541b6,1,0,2,5,6
60c119b30aa5205b493541b6,2,0,5,7,6
60c119b30aa5205b493541b6,3,0,6,7,7
60c119b30aa5205b493541b6,4,0,4,5,5
60c119b30aa5205b493541b6,5,0,6,6,7
60c119b30aa5205b493541b6,6,0,6,7,7
60c119b30aa5205b493541b6,7,0,7,7,7
60c29943af9212fdd7840b93,1,0,5,3,5
60c29943af9212fdd7840b93,2,0,5,7,6
60c29943af9212fdd7840b93,3,1,6,5,4
60c29943af9212fdd7840b93,4,1,4,5,6
60c29943af9212fdd7840b93,5,1,7,2,4
60c29943af9212fdd7840b93,6,1,6,3,5
60c29943af9212fdd7840b93,7,1,4,7,7
60c381c26357c51532f1b378,1,0,1,2,1
60c381c26357c51532f1b378,2,0,1,1,2
60c381c26357c51532f1b378,3,1,2,3,4
60c381c26357c51532f1b378,4,1,2,5,4
60c381c26357c51532f1b378,5,1,2,5,5
60c381c26357c51532f1b378,6,1,3,6,2
60c381c26357c51532f1b378,7,1,4,7,3
60cc67809f92d570ba4dc2c5,1,0,2,1,1
60cc67809f92d570ba4dc2c5,2,0,2,3,4
60cc67809f92d570ba4dc2c5,3,0,2,3,3
60cc67809f92d570ba4dc2c5,4,0,1,4,2
60cc67809f92d570ba4dc2c5,5,0,1,3,3
60cc67809f92d570ba4dc2c5,6,1,2,3,3
60cc67809f92d570ba4dc2c5,7,1,2,3,3
60d460ee1809d22f5121ead4,1,1,6,4,7
60d460ee1809d22f5121ead4,2,1,7,6,6
60d460ee1809d22f5121ead4,3,0,7,7,2
60d460ee1809d22f5121ead4,4,1,5,7,6
60d460ee1809d22f5121ead4,5,1,7,7,7
60d460ee1809d22f5121ead4,6,1,7,7,7
60d460ee1809d22f5121ead4,7,1,7,7,7
60d64ec5cf4d757686ac4f14,1,1,4,4,3
60d64ec5cf4d757686ac4f14,2,0,4,2,2
60d64ec5cf4d757686ac4f14,3,1,2,5,7
60d64ec5cf4d757686ac4f14,4,0,5,3,2
60d64ec5cf4d757686ac4f14,5,0,5,3,1
60d64ec5cf4d757686ac4f14,6,0,3,2,2
60d64ec5cf4d757686ac4f14,7,0,6,2,2
60e1d5f866e681d7e33fd01c,1,1,7,5,7
60e1d5f866e681d7e33fd01c,2,1,7,7,7
60e1d5f866e681d7e33fd01c,3,1,7,7,7
60e1d5f866e681d7e33fd01c,4,1,7,7,7
60e1d5f866e681d7e33fd01c,5,1,7,7,7
60e1d5f866e681d7e33fd01c,6,1,7,7,7
60e1d5f866e681d7e33fd01c,7,1,7,7,7
60ed8f50e13ce18a6d406a09,1,0,3,3,7
60ed8f50e13ce18a6d406a09,2,0,4,2,5
60ed8f50e13ce18a6d406a09,3,0,4,4,5
60ed8f50e13ce18a6d406a09,4,0,4,4,5
60ed8f50e13ce18a6d406a09,5,0,3,5,4
60ed8f50e13ce18a6d406a09,6,0,5,3,4
60ed8f50e13ce18a6d406a09,7,0,3,3,5
60fc2ec58ad0da367daee3c1,1,1,2,7,7
60fc2ec58ad0da367daee3c1,2,0,1,7,7
60fc2ec58ad0da367daee3c1,3,0,1,7,7
60fc2ec58ad0da367daee3c1,4,1,3,7,7
60fc2ec58ad0da367daee3c1,5,0,4,7,7
60fc2ec58ad0da367daee3c1,6,1,4,7,7
60fc2ec58ad0da367daee3c1,7,0,1,5,7
60fcc5f1ad050c77f804057b,1,0,3,7,2
60fcc5f1ad050c77f804057b,2,0,3,6,3
60fcc5f1ad050c77f804057b,3,1,5,6,5
60fcc5f1ad050c77f804057b,4,1,4,5,5
60fcc5f1ad050c77f804057b,5,0,1,6,2
60fcc5f1ad050c77f804057b,6,1,3,5,4
60fcc5f1ad050c77f804057b,7,0,2,6,3
60fd592929e8016e53a167a6,1,0,5,6,4
60fd592929e8016e53a167a6,2,0,5,6,6
60fd592929e8016e53a167a6,3,1,5,6,4
60fd592929e8016e53a167a6,4,0,3,4,3
60fd592929e8016e53a167a6,5,1,5,5,4
60fd592929e8016e53a167a6,6,0,5,4,4
60fd592929e8016e53a167a6,7,0,4,5,3
60fde74940100db428b34a06,1,0,1,7,1
60fde74940100db428b34a06,2,0,1,6,3
60fde74940100db428b34a06,3,0,1,4,7
60fde74940100db428b34a06,4,0,5,7,5
60fde74940100db428b34a06,5,0,1,6,6
60fde74940100db428b34a06,6,0,1,2,2
60fde74940100db428b34a06,7,0,1,7,6
60fe3f623a905f955c654cb5,1,0,1,6,2
60fe3f623a905f955c654cb5,2,0,6,2,2
60fe3f623a905f955c654cb5,3,0,6,2,2
60fe3f623a905f955c654cb5,4,0,2,2,2
60fe3f623a905f955c654cb5,5,0,2,2,2
60fe3f623a905f955c654cb5,6,0,2,2,2
60fe3f623a905f955c654cb5,7,0,2,2,2
60fe7748a8ef9311de5f2fcd,1,0,2,6,5
60fe7748a8ef9311de5f2fcd,2,0,2,7,5
60fe7748a8ef9311de5f2fcd,3,0,3,6,5
60fe7748a8ef9311de5f2fcd,4,1,2,7,5
60fe7748a8ef9311de5f2fcd,5,0,2,7,5
60fe7748a8ef9311de5f2fcd,6,1,3,7,5
60fe7748a8ef9311de5f2fcd,7,0,2,7,5
60fefd6de6b470fd133b7d5d,1,0,7,5,4
60fefd6de6b470fd133b7d5d,2,1,4,2,3
60fefd6de6b470fd133b7d5d,3,0,5,6,3
60fefd6de6b470fd133b7d5d,4,1,5,3,3
60fefd6de6b470fd133b7d5d,5,0,3,2,3
60fefd6de6b470fd133b7d5d,6,0,5,6,5
60fefd6de6b470fd133b7d5d,7,1,2,2,7
610058f21b82dddf45b44009,1,0,4,6,5
610058f21b82dddf45b44009,2,0,6,7,4
610058f21b82dddf45b44009,3,0,5,7,4
610058f21b82dddf45b44009,4,0,6,7,3
610058f21b82dddf45b44009,5,0,7,7,3
610058f21b82dddf45b44009,6,0,6,6,4
610058f21b82dddf45b44009,7,0,6,6,5
610325a6052741bbfb84bcd1,1,0,1,5,2
610325a6052741bbfb84bcd1,2,0,1,7,1
610325a6052741bbfb84bcd1,3,0,2,7,2
610325a6052741bbfb84bcd1,4,0,1,7,1
610325a6052741bbfb84bcd1,5,0,1,7,1
610325a6052741bbfb84bcd1,6,0,1,7,1
610325a6052741bbfb84bcd1,7,0,3,7,1
61041a3b4159985f5294a436,1,1,1,3,3
61041a3b4159985f5294a436,2,0,1,1,1
61041a3b4159985f5294a436,3,0,1,2,1
61041a3b4159985f5294a436,4,1,2,3,2
61041a3b4159985f5294a436,5,0,1,1,1
61041a3b4159985f5294a436,6,0,1,2,1
61041a3b4159985f5294a436,7,0,1,1,1
6105619fd55674bb2c2f0f74,1,0,2,5,6
6105619fd55674bb2c2f0f74,2,0,1,7,4
6105619fd55674bb2c2f0f74,3,0,3,5,6
6105619fd55674bb2c2f0f74,4,0,3,4,6
6105619fd55674bb2c2f0f74,5,0,1,5,6
6105619fd55674bb2c2f0f74,6,0,2,5,6
6105619fd55674bb2c2f0f74,7,0,3,6,6
6108295fdd0270d7544b5a8a,1,1,2,7,4
6108295fdd0270d7544b5a8a,2,1,2,7,4
6108295fdd0270d7544b5a8a,3,0,1,3,3
6108295fdd0270d7544b5a8a,4,0,1,4,4
6108295fdd0270d7544b5a8a,5,1,3,4,5
6108295fdd0270d7544b5a8a,6,1,5,5,3
6108295fdd0270d7544b5a8a,7,1,5,4,2
610a40ffbf11d261514a7c0a,1,1,1,4,7
610a40ffbf11d261514a7c0a,2,0,1,1,5
610a40ffbf11d261514a7c0a,3,1,3,3,4
610a40ffbf11d261514a7c0a,4,0,3,1,4
610a40ffbf11d261514a7c0a,5,0,1,1,4
610a40ffbf11d261514a7c0a,6,1,3,7,5
610a40ffbf11d261514a7c0a,7,0,4,6,3
610f615654fdbcac0f485a9d,1,0,7,7,2
610f615654fdbcac0f485a9d,2,1,5,7,3
610f615654fdbcac0f485a9d,3,0,3,7,3
610f615654fdbcac0f485a9d,4,0,3,7,3
610f615654fdbcac0f485a9d,5,1,5,7,3
610f615654fdbcac0f485a9d,6,0,5,7,3
610f615654fdbcac0f485a9d,7,0,4,7,3
6111234ac8cfa49e38acbfb4,1,0,1,1,7
6111234ac8cfa49e38acbfb4,2,0,1,3,7
6111234ac8cfa49e38acbfb4,3,0,1,1,7
6111234ac8cfa49e38acbfb4,4,1,1,3,7
6111234ac8cfa49e38acbfb4,5,1,1,3,7
6111234ac8cfa49e38acbfb4,6,0,1,1,5
6111234ac8cfa49e38acbfb4,7,0,1,1,5
611131e47725f6a04c723651,1,0,1,5,6
611131e47725f6a04c723651,2,0,1,7,1
611131e47725f6a04c723651,3,1,1,7,7
611131e47725f6a04c723651,4,0,1,4,1
611131e47725f6a04c723651,5,1,4,7,1
611131e47725f6a04c723651,6,0,3,5,7
611131e47725f6a04c723651,7,0,1,4,1
61206e8d3e6a6ccdd064637c,1,1,2,6,3
61206e8d3e6a6ccdd064637c,2,1,2,6,3
61206e8d3e6a6ccdd064637c,3,1,2,7,6
61206e8d3e6a6ccdd064637c,4,1,2,6,4
61206e8d3e6a6ccdd064637c,5,0,2,6,3
61206e8d3e6a6ccdd064637c,6,0,2,6,4
61206e8d3e6a6ccdd064637c,7,0,3,6,4
612b86da38f96808af7bb1da,1,0,3,6,5
612b86da38f96808af7bb1da,2,0,3,6,6
612b86da38f96808af7bb1da,3,0,5,6,5
612b86da38f96808af7bb1da,4,0,5,6,4
612b86da38f96808af7bb1da,5,0,4,7,6
612b86da38f96808af7bb1da,6,0,6,6,6
612b86da38f96808af7bb1da,7,0,4,6,5
61313473de5462f652bb133c,1,0,6,4,5
61313473de5462f652bb133c,2,1,5,2,3
61313473de5462f652bb133c,3,0,5,4,4
61313473de5462f652bb133c,4,0,3,6,3
61313473de5462f652bb133c,5,0,2,7,6
61313473de5462f652bb133c,6,0,4,3,2
61313473de5462f652bb133c,7,0,3,1,1
61372727e083e6cd1c827f81,1,0,1,7,1
61372727e083e6cd1c827f81,2,0,1,7,1
61372727e083e6cd1c827f81,3,0,1,7,1
61372727e083e6cd1c827f81,4,0,1,7,1
61372727e083e6cd1c827f81,5,0,1,7,1
61372727e083e6cd1c827f81,6,0,1,7,1
61372727e083e6cd1c827f81,7,0,1,7,1
614e2b2bd900d5f91096ac12,1,0,2,5,2
614e2b2bd900d5f91096ac12,2,0,3,5,2
614e2b2bd900d5f91096ac12,3,0,4,6,3
614e2b2bd900d5f91096ac12,4,0,3,5,3
614e2b2bd900d5f91096ac12,5,0,4,5,3
614e2b2bd900d5f91096ac12,6,0,3,5,3
614e2b2bd900d5f91096ac12,7,0,3,5,3
614ead1e38ca4b390b860c23,1,0,1,7,1
614ead1e38ca4b390b860c23,2,0,1,7,1
614ead1e38ca4b390b860c23,3,0,1,7,1
614ead1e38ca4b390b860c23,4,0,1,7,1
614ead1e38ca4b390b860c23,5,0,1,7,1
614ead1e38ca4b390b860c23,6,0,1,7,1
614ead1e38ca4b390b860c23,7,0,1,7,1
6150b927614a4f154f311f9d,1,0,1,1,1
6150b927614a4f154f311f9d,2,0,1,1,1
6150b927614a4f154f311f9d,3,0,1,1,1
6150b927614a4f154f311f9d,4,0,1,2,1
6150b927614a4f154f311f9d,5,0,1,1,1
6150b927614a4f154f311f9d,6,0,1,1,1
6150b927614a4f154f311f9d,7,0,1,1,1
615374d9fd9b41728babd974,1,1,7,7,1
615374d9fd9b41728babd974,2,0,7,7,1
615374d9fd9b41728babd974,3,0,7,7,1
615374d9fd9b41728babd974,4,1,7,7,1
615374d9fd9b41728babd974,5,0,7,7,1
615374d9fd9b41728babd974,6,0,7,7,1
615374d9fd9b41728babd974,7,0,7,7,1
615d051e2366aeb051acb734,1,0,1,3,1
615d051e2366aeb051acb734,2,0,1,4,1
615d051e2366aeb051acb734,3,0,1,4,1
615d051e2366aeb051acb734,4,1,1,6,3
615d051e2366aeb051acb734,5,1,1,6,4
615d051e2366aeb051acb734,6,0,1,4,1
615d051e2366aeb051acb734,7,1,1,6,3
616567af93f2b71b50c3ff85,1,0,5,6,3
616567af93f2b71b50c3ff85,2,0,6,7,5
616567af93f2b71b50c3ff85,3,0,5,7,5
616567af93f2b71b50c3ff85,4,0,5,6,5
616567af93f2b71b50c3ff85,5,0,5,5,5
616567af93f2b71b50c3ff85,6,1,7,7,7
616567af93f2b71b50c3ff85,7,0,6,7,6
6165a91cfe487d469c4242fd,1,0,2,5,2
6165a91cfe487d469c4242fd,2,0,2,2,2
6165a91cfe487d469c4242fd,3,0,1,2,2
6165a91cfe487d469c4242fd,4,0,1,2,2
6165a91cfe487d469c4242fd,5,0,2,3,2
6165a91cfe487d469c4242fd,6,0,1,2,2
6165a91cfe487d469c4242fd,7,0,1,2,2
61692abb0f3acf7a49d91533,1,0,7,1,3
61692abb0f3acf7a49d91533,2,1,2,3,7
61692abb0f3acf7a49d91533,3,1,7,1,5
61692abb0f3acf7a49d91533,4,1,7,2,4
61692abb0f3acf7a49d91533,5,1,4,3,7
61692abb0f3acf7a49d91533,6,1,7,2,3
61692abb0f3acf7a49d91533,7,0,5,3,2
616f4e920ed4bf68c708dde3,1,0,4,5,6
616f4e920ed4bf68c708dde3,2,0,1,7,7
616f4e920ed4bf68c708dde3,3,1,2,7,6
616f4e920ed4bf68c708dde3,4,0,1,7,7
616f4e920ed4bf68c708dde3,5,1,5,7,7
616f4e920ed4bf68c708dde3,6,1,3,7,7
616f4e920ed4bf68c708dde3,7,0,1,7,7
62349b2406ea604d296bd69d,1,0,6,6,6
62349b2406ea604d296bd69d,2,1,6,5,5
62349b2406ea604d296bd69d,3,0,6,6,5
62349b2406ea604d296bd69d,4,1,5,6,5
62349b2406ea604d296bd69d,5,0,4,7,5
62349b2406ea604d296bd69d,6,0,5,5,4
62349b2406ea604d296bd69d,7,0,4,4,4
627936b58e6416782149ddcb,1,0,3,6,5
627936b58e6416782149ddcb,2,1,3,6,4
627936b58e6416782149ddcb,3,1,4,5,3
627936b58e6416782149ddcb,4,1,3,5,5
627936b58e6416782149ddcb,5,0,2,5,4
627936b58e6416782149ddcb,6,0,2,5,4
627936b58e6416782149ddcb,7,0,3,5,4
62826a0d905d486567a481c4,1,0,4,3,4
62826a0d905d486567a481c4,2,0,6,3,4
62826a0d905d486567a481c4,3,0,4,4,7
62826a0d905d486567a481c4,4,0,4,7,7
62826a0d905d486567a481c4,5,1,4,6,4
62826a0d905d486567a481c4,6,0,4,5,4
62826a0d905d486567a481c4,7,0,3,5,5
628510a698e9e63b21ef9139,1,1,5,6,5
628510a698e9e63b21ef9139,2,0,2,5,4
628510a698e9e63b21ef9139,3,0,2,7,3
628510a698e9e63b21ef9139,4,0,4,4,3
628510a698e9e63b21ef9139,5,1,3,4,4
628510a698e9e63b21ef9139,6,1,3,2,4
628510a698e9e63b21ef9139,7,1,3,4,4
6286575f2d911d52cff2db4e,1,0,1,6,5
6286575f2d911d52cff2db4e,2,0,2,5,6
6286575f2d911d52cff2db4e,3,0,2,6,6
6286575f2d911d52cff2db4e,4,1,1,6,6
6286575f2d911d52cff2db4e,5,0,2,6,5
6286575f2d911d52cff2db4e,6,1,2,5,6
6286575f2d911d52cff2db4e,7,0,1,6,5
62885c14d00376d11632a442,1,0,3,3,5
62885c14d00376d11632a442,2,0,3,6,4
62885c14d00376d11632a442,3,1,3,6,5
62885c14d00376d11632a442,4,1,3,4,4
62885c14d00376d11632a442,5,1,3,6,5
62885c14d00376d11632a442,6,1,3,5,5
62885c14d00376d11632a442,7,1,3,5,5
628b8df25b434f5840a2b3b4,1,0,1,2,2
628b8df25b434f5840a2b3b4,2,0,1,2,2
628b8df25b434f5840a2b3b4,3,0,1,3,2
628b8df25b434f5840a2b3b4,4,0,2,3,2
628b8df25b434f5840a2b3b4,5,0,2,2,2
628b8df25b434f5840a2b3b4,6,0,2,2,2
628b8df25b434f5840a2b3b4,7,0,2,2,2
628c2454c8c66010dd87391d,1,1,1,5,4
628c2454c8c66010dd87391d,2,0,4,5,3
628c2454c8c66010dd87391d,3,0,2,5,5
628c2454c8c66010dd87391d,4,1,5,5,5
628c2454c8c66010dd87391d,5,1,2,3,6
628c2454c8c66010dd87391d,6,0,2,2,5
628c2454c8c66010dd87391d,7,0,3,5,2
628d14b52b5bd1d83ed1f7d2,1,0,1,7,4
628d14b52b5bd1d83ed1f7d2,2,1,1,7,3
628d14b52b5bd1d83ed1f7d2,3,0,1,7,2
628d14b52b5bd1d83ed1f7d2,4,0,1,7,1
628d14b52b5bd1d83ed1f7d2,5,0,1,7,1
628d14b52b5bd1d83ed1f7d2,6,0,1,7,1
628d14b52b5bd1d83ed1f7d2,7,0,1,6,2
628e0063fa56e316da2a71cb,1,1,2,5,6
628e0063fa56e316da2a71cb,2,0,7,3,3
628e0063fa56e316da2a71cb,3,0,1,1,4
628e0063fa56e316da2a71cb,4,1,3,7,6
628e0063fa56e316da2a71cb,5,1,1,2,7
628e0063fa56e316da2a71cb,6,1,5,7,2
628e0063fa56e316da2a71cb,7,1,1,7,7
628eb50c442d584fa8275bcc,1,1,1,7,2
628eb50c442d584fa8275bcc,2,0,1,7,1
628eb50c442d584fa8275bcc,3,1,3,7,4
628eb50c442d584fa8275bcc,4,1,1,7,2
628eb50c442d584fa8275bcc,5,0,1,7,2
628eb50c442d584fa8275bcc,6,0,1,7,1
628eb50c442d584fa8275bcc,7,0,1,7,2
628f827eeb876ed2617881e7,1,0,6,7,6
628f827eeb876ed2617881e7,2,0,6,7,6
628f827eeb876ed2617881e7,3,1,7,7,4
628f827eeb876ed2617881e7,4,0,6,5,5
628f827eeb876ed2617881e7,5,0,4,2,4
628f827eeb876ed2617881e7,6,0,5,5,5
628f827eeb876ed2617881e7,7,0,6,5,6
62976e7114308ee7c69d10ae,1,0,1,6,7
62976e7114308ee7c69d10ae,2,0,1,7,7
62976e7114308ee7c69d10ae,3,0,1,7,7
62976e7114308ee7c69d10ae,4,0,1,7,7
62976e7114308ee7c69d10ae,5,0,1,7,7
62976e7114308ee7c69d10ae,6,0,1,7,7
62976e7114308ee7c69d10ae,7,0,1,7,7
62a733deec84f43ab19f7cca,1,1,3,5,3
62a733deec84f43ab19f7cca,2,1,3,5,3
62a733deec84f43ab19f7cca,3,1,3,5,3
62a733deec84f43ab19f7cca,4,1,3,5,3
62a733deec84f43ab19f7cca,5,1,3,5,3
62a733deec84f43ab19f7cca,6,1,3,5,5
62a733deec84f43ab19f7cca,7,0,5,5,3
62a76dfc808c176cecd72dfa,1,1,2,7,5
62a76dfc808c176cecd72dfa,2,0,1,3,7
62a76dfc808c176cecd72dfa,3,0,1,4,6
62a76dfc808c176cecd72dfa,4,0,1,5,5
62a76dfc808c176cecd72dfa,5,0,1,2,7
62a76dfc808c176cecd72dfa,6,0,1,2,7
62a76dfc808c176cecd72dfa,7,0,1,1,6
62a885d5b6af18b3d4579e1b,1,0,1,2,3
62a885d5b6af18b3d4579e1b,2,0,1,1,1
62a885d5b6af18b3d4579e1b,3,0,1,1,1
62a885d5b6af18b3d4579e1b,4,0,1,1,1
62a885d5b6af18b3d4579e1b,5,0,1,1,1
62a885d5b6af18b3d4579e1b,6,0,1,1,1
62a885d5b6af18b3d4579e1b,7,0,1,1,1
62b0ff84054c6ca32f481c65,1,0,7,7,3
62b0ff84054c6ca32f481c65,2,0,7,7,5
62b0ff84054c6ca32f481c65,3,0,4,4,2
62b0ff84054c6ca32f481c65,4,0,4,4,4
62b0ff84054c6ca32f481c65,5,0,6,1,4
62b0ff84054c6ca32f481c65,6,0,6,4,4
62b0ff84054c6ca32f481c65,7,0,6,3,3
62b20575b356fba8715fae82,1,0,1,1,2
62b20575b356fba8715fae82,2,0,1,1,1
62b20575b356fba8715fae82,3,0,1,3,1
62b20575b356fba8715fae82,4,0,1,3,1
62b20575b356fba8715fae82,5,0,2,1,2
62b20575b356fba8715fae82,6,1,2,4,1
62b20575b356fba8715fae82,7,1,2,2,3
62b5dd0fb9686d325c7d1f15,1,0,1,7,5
62b5dd0fb9686d325c7d1f15,2,1,1,7,7
62b5dd0fb9686d325c7d1f15,3,1,1,7,7
62b5dd0fb9686d325c7d1f15,4,0,1,7,3
62b5dd0fb9686d325c7d1f15,5,1,1,7,7
62b5dd0fb9686d325c7d1f15,6,0,1,7,7
62b5dd0fb9686d325c7d1f15,7,0,1,7,7
62b9b95e108fbc4df78a2956,1,0,4,2,4
62b9b95e108fbc4df78a2956,2,1,3,2,4
62b9b95e108fbc4df78a2956,3,1,4,2,4
62b9b95e108fbc4df78a2956,4,1,4,2,4
62b9b95e108fbc4df78a2956,5,1,4,2,4
62b9b95e108fbc4df78a2956,6,1,4,2,4
62b9b95e108fbc4df78a2956,7,1,4,2,4
62bd1d1283b326cde10cf27a,1,1,3,5,6
62bd1d1283b326cde10cf27a,2,1,2,5,6
62bd1d1283b326cde10cf27a,3,1,4,6,7
62bd1d1283b326cde10cf27a,4,1,4,7,7
62bd1d1283b326cde10cf27a,5,1,5,6,6
62bd1d1283b326cde10cf27a,6,1,5,7,7
62bd1d1283b326cde10cf27a,7,1,3,6,6
62bdad093f129a724c4dd7b2,1,0,2,5,4
62bdad093f129a724c4dd7b2,2,1,5,7,6
62bdad093f129a724c4dd7b2,3,1,7,7,6
62bdad093f129a724c4dd7b2,4,1,7,7,4
62bdad093f129a724c4dd7b2,5,1,5,7,4
62bdad093f129a724c4dd7b2,6,1,5,7,4
62bdad093f129a724c4dd7b2,7,0,3,7,6
62bdc30224534809032cf056,1,1,3,5,3
62bdc30224534809032cf056,2,0,2,6,1
62bdc30224534809032cf056,3,1,1,7,5
62bdc30224534809032cf056,4,1,3,7,3
62bdc30224534809032cf056,5,0,1,7,1
62bdc30224534809032cf056,6,1,2,5,4
62bdc30224534809032cf056,7,0,1,7,1
62c5cdfe50000fce3e390be0,1,1,4,7,6
62c5cdfe50000fce3e390be0,2,0,5,3,7
62c5cdfe50000fce3e390be0,3,1,4,4,7
62c5cdfe50000fce3e390be0,4,0,1,5,3
62c5cdfe50000fce3e390be0,5,0,1,3,2
62c5cdfe50000fce3e390be0,6,1,4,5,5
62c5cdfe50000fce3e390be0,7,1,3,2,5
62c5e6468dd7b941f69aa604,1,0,4,5,7
62c5e6468dd7b941f69aa604,2,1,4,6,6
62c5e6468dd7b941f69aa604,3,1,3,5,7
62c5e6468dd7b941f69aa604,4,1,5,6,7
62c5e6468dd7b941f69aa604,5,1,6,6,7
62c5e6468dd7b941f69aa604,6,1,5,6,7
62c5e6468dd7b941f69aa604,7,1,4,6,7
62c63362e7342ad8be294866,1,1,2,3,2
62c63362e7342ad8be294866,2,0,1,2,2
62c63362e7342ad8be294866,3,0,1,1,1
62c63362e7342ad8be294866,4,1,3,3,2
62c63362e7342ad8be294866,5,0,2,2,2
62c63362e7342ad8be294866,6,1,2,2,2
62c63362e7342ad8be294866,7,0,1,1,1
62cc9a938512898953c46e71,1,0,6,4,4
62cc9a938512898953c46e71,2,0,5,2,3
62cc9a938512898953c46e71,3,0,4,3,5
62cc9a938512898953c46e71,4,0,3,2,2
62cc9a938512898953c46e71,5,0,5,4,3
62cc9a938512898953c46e71,6,0,6,2,2
62cc9a938512898953c46e71,7,0,3,3,1
62ceba5fdab49dfc90278cbb,1,0,7,7,2
62ceba5fdab49dfc90278cbb,2,0,6,5,2
62ceba5fdab49dfc90278cbb,3,1,7,7,6
62ceba5fdab49dfc90278cbb,4,1,5,6,5
62ceba5fdab49dfc90278cbb,5,1,7,7,7
62ceba5fdab49dfc90278cbb,6,1,5,7,6
62ceba5fdab49dfc90278cbb,7,0,4,5,1
62cf1b74abd9894b74d28a00,1,0,2,5,3
