Participant,Probe,TUT,Disengage,Awareness,FMT
62cf1b74abd9894b74d28a00,2,0,3,6,3
62cf1b74abd9894b74d28a00,3,0,2,6,2
62cf1b74abd9894b74d28a00,4,0,2,5,3
62cf1b74abd9894b74d28a00,5,0,2,6,2
62cf1b74abd9894b74d28a00,6,0,2,6,2
62cf1b74abd9894b74d28a00,7,0,3,6,2
62d0a258e5efefa14eb29647,1,0,3,6,3
62d0a258e5efefa14eb29647,2,0,3,5,5
62d0a258e5efefa14eb29647,3,0,5,5,4
62d0a258e5efefa14eb29647,4,0,4,5,4
62d0a258e5efefa14eb29647,5,0,4,5,5
62d0a258e5efefa14eb29647,6,0,4,5,5
62d0a258e5efefa14eb29647,7,0,4,5,5
62d133496cf7f774b8bf98a0,1,0,2,6,5
62d133496cf7f774b8bf98a0,2,0,3,6,5
62d133496cf7f774b8bf98a0,3,0,5,7,6
62d133496cf7f774b8bf98a0,4,0,5,6,6
62d133496cf7f774b8bf98a0,5,0,6,7,6
62d133496cf7f774b8bf98a0,6,0,6,7,6
62d133496cf7f774b8bf98a0,7,0,6,7,6
62dc6fd89dd8473b3671357e,1,1,4,3,4
62dc6fd89dd8473b3671357e,2,1,5,6,5
62dc6fd89dd8473b3671357e,3,1,2,6,6
62dc6fd89dd8473b3671357e,4,1,3,6,6
62dc6fd89dd8473b3671357e,5,1,5,6,3
62dc6fd89dd8473b3671357e,6,1,4,3,3
62dc6fd89dd8473b3671357e,7,1,4,2,5
62e2d5c238c450c3579dfa91,1,1,3,4,5
62e2d5c238c450c3579dfa91,2,1,4,5,5
62e2d5c238c450c3579dfa91,3,0,5,5,3
62e2d5c238c450c3579dfa91,4,0,4,5,3
62e2d5c238c450c3579dfa91,5,1,3,5,5
62e2d5c238c450c3579dfa91,6,0,4,5,3
62e2d5c238c450c3579dfa91,7,1,3,4,5
62e7f9fec0521e596587319d,1,0,3,6,4
62e7f9fec0521e596587319d,2,0,2,6,3
62e7f9fec0521e596587319d,3,0,4,6,3
62e7f9fec0521e596587319d,4,0,2,5,4
62e7f9fec0521e596587319d,5,0,2,5,4
62e7f9fec0521e596587319d,6,0,3,5,3
62e7f9fec0521e596587319d,7,1,3,5,5
62ea66128e0806710fb41dcc,1,0,1,7,1
62ea66128e0806710fb41dcc,2,1,1,7,2
62ea66128e0806710fb41dcc,3,0,1,7,1
62ea66128e0806710fb41dcc,4,1,2,1,2
62ea66128e0806710fb41dcc,5,0,1,1,1
62ea66128e0806710fb41dcc,6,1,1,4,7
62ea66128e0806710fb41dcc,7,1,5,2,2
62ecb2993d7ecd89154af5d4,1,1,5,3,6
62ecb2993d7ecd89154af5d4,2,1,6,5,6
62ecb2993d7ecd89154af5d4,3,1,7,4,6
62ecb2993d7ecd89154af5d4,4,1,7,7,7
62ecb2993d7ecd89154af5d4,5,1,7,7,7
62ecb2993d7ecd89154af5d4,6,1,7,5,5
62ecb2993d7ecd89154af5d4,7,1,5,5,3
62ef104b5e9352c2ead31fde,1,0,5,4,3
62ef104b5e9352c2ead31fde,2,0,6,7,2
62ef104b5e9352c2ead31fde,3,0,6,3,2
62ef104b5e9352c2ead31fde,4,0,6,2,6
62ef104b5e9352c2ead31fde,5,0,7,2,2
62ef104b5e9352c2ead31fde,6,0,6,2,2
62ef104b5e9352c2ead31fde,7,0,6,2,2
62f557535db76f7f4ab860c7,1,0,1,7,2
62f557535db76f7f4ab860c7,2,0,1,7,2
62f557535db76f7f4ab860c7,3,1,3,7,4
62f557535db76f7f4ab860c7,4,0,2,7,3
62f557535db76f7f4ab860c7,5,0,1,7,2
62f557535db76f7f4ab860c7,6,0,1,7,1
62f557535db76f7f4ab860c7,7,0,1,7,1
6300a8230671f0e8b0a7b0f4,1,0,2,6,6
6300a8230671f0e8b0a7b0f4,2,0,1,6,6
6300a8230671f0e8b0a7b0f4,3,0,2,6,5
6300a8230671f0e8b0a7b0f4,4,0,2,5,5
6300a8230671f0e8b0a7b0f4,5,0,2,5,4
6300a8230671f0e8b0a7b0f4,6,0,1,5,4
6300a8230671f0e8b0a7b0f4,7,0,1,5,4
6304d96fa9bd6e269ae89297,1,1,5,3,3
6304d96fa9bd6e269ae89297,2,1,6,3,3
6304d96fa9bd6e269ae89297,3,1,6,5,4
6304d96fa9bd6e269ae89297,4,1,5,4,3
6304d96fa9bd6e269ae89297,5,1,2,6,5
6304d96fa9bd6e269ae89297,6,1,2,3,4
6304d96fa9bd6e269ae89297,7,1,6,5,4
63052f20afc39e87110eb83e,1,1,1,6,1
63052f20afc39e87110eb83e,2,0,1,7,7
63052f20afc39e87110eb83e,3,1,1,7,6
63052f20afc39e87110eb83e,4,0,1,7,7
63052f20afc39e87110eb83e,5,0,1,7,7
63052f20afc39e87110eb83e,6,0,1,7,7
63052f20afc39e87110eb83e,7,0,1,7,7
630e243eed2fc276f7199fb3,1,1,4,1,7
630e243eed2fc276f7199fb3,2,0,6,6,6
630e243eed2fc276f7199fb3,3,0,5,4,4
630e243eed2fc276f7199fb3,4,0,4,3,3
630e243eed2fc276f7199fb3,5,0,7,7,7
630e243eed2fc276f7199fb3,6,0,5,7,5
630e243eed2fc276f7199fb3,7,1,4,6,4
631bb11a022ba038ef69e7b1,1,1,1,3,2
631bb11a022ba038ef69e7b1,2,0,1,5,1
631bb11a022ba038ef69e7b1,3,0,4,6,1
631bb11a022ba038ef69e7b1,4,0,5,6,2
631bb11a022ba038ef69e7b1,5,0,7,7,1
631bb11a022ba038ef69e7b1,6,0,5,5,1
631bb11a022ba038ef69e7b1,7,0,5,7,1
631bf371cafbcf75cee93374,1,0,4,5,5
631bf371cafbcf75cee93374,2,0,4,5,5
631bf371cafbcf75cee93374,3,1,6,6,4
631bf371cafbcf75cee93374,4,0,4,5,4
631bf371cafbcf75cee93374,5,1,5,4,4
631bf371cafbcf75cee93374,6,1,5,6,6
631bf371cafbcf75cee93374,7,0,4,4,5
631bf96cdf83ffb8f4a7fab8,1,0,1,7,4
631bf96cdf83ffb8f4a7fab8,2,0,1,4,4
631bf96cdf83ffb8f4a7fab8,3,0,1,7,5
631bf96cdf83ffb8f4a7fab8,4,0,1,7,3
631bf96cdf83ffb8f4a7fab8,5,0,1,7,7
631bf96cdf83ffb8f4a7fab8,6,0,1,7,7
631bf96cdf83ffb8f4a7fab8,7,0,1,7,7
63254db937c17e8e9200fd54,1,0,7,5,3
63254db937c17e8e9200fd54,2,1,2,5,4
63254db937c17e8e9200fd54,3,1,1,4,5
63254db937c17e8e9200fd54,4,0,3,6,5
63254db937c17e8e9200fd54,5,0,1,6,5
63254db937c17e8e9200fd54,6,1,2,5,5
63254db937c17e8e9200fd54,7,0,4,5,3
632e9aa62793c18a857aece4,1,0,1,7,6
632e9aa62793c18a857aece4,2,0,2,7,7
632e9aa62793c18a857aece4,3,0,1,7,6
632e9aa62793c18a857aece4,4,0,4,7,5
632e9aa62793c18a857aece4,5,0,6,7,6
632e9aa62793c18a857aece4,6,0,5,7,7
632e9aa62793c18a857aece4,7,0,6,7,7
632f7bec7eb646908138c15c,1,0,3,3,2
632f7bec7eb646908138c15c,2,0,2,3,4
632f7bec7eb646908138c15c,3,1,3,4,5
632f7bec7eb646908138c15c,4,1,4,4,5
632f7bec7eb646908138c15c,5,1,3,5,3
632f7bec7eb646908138c15c,6,0,2,2,4
632f7bec7eb646908138c15c,7,1,4,3,6
6330f30b973410dadd20eb64,1,0,3,6,2
6330f30b973410dadd20eb64,2,0,4,6,2
6330f30b973410dadd20eb64,3,0,2,5,3
6330f30b973410dadd20eb64,4,0,2,3,2
6330f30b973410dadd20eb64,5,0,4,5,2
6330f30b973410dadd20eb64,6,0,4,4,2
6330f30b973410dadd20eb64,7,0,5,5,3
6337cba5cbed8cb3514a6504,1,0,1,5,4
6337cba5cbed8cb3514a6504,2,0,1,6,4
6337cba5cbed8cb3514a6504,3,0,1,6,4
6337cba5cbed8cb3514a6504,4,0,1,5,4
6337cba5cbed8cb3514a6504,5,1,1,6,5
6337cba5cbed8cb3514a6504,6,0,1,6,4
6337cba5cbed8cb3514a6504,7,0,1,5,4
63386db00f7528f25101593c,1,0,2,1,5
63386db00f7528f25101593c,2,0,4,7,5
63386db00f7528f25101593c,3,1,3,7,5
63386db00f7528f25101593c,4,1,3,7,5
63386db00f7528f25101593c,5,1,3,7,5
63386db00f7528f25101593c,6,1,3,7,5
63386db00f7528f25101593c,7,1,3,7,6
6339d33c8ee5d4d4b5607400,1,0,5,4,6
6339d33c8ee5d4d4b5607400,2,0,4,6,4
6339d33c8ee5d4d4b5607400,3,0,4,7,6
6339d33c8ee5d4d4b5607400,4,0,4,6,4
6339d33c8ee5d4d4b5607400,5,0,4,7,4
6339d33c8ee5d4d4b5607400,6,0,4,7,4
6339d33c8ee5d4d4b5607400,7,0,4,7,4
633ad9d63b298a0cb0fd0b05,1,0,2,2,3
633ad9d63b298a0cb0fd0b05,2,0,3,2,3
633ad9d63b298a0cb0fd0b05,3,0,4,1,3
633ad9d63b298a0cb0fd0b05,4,1,5,1,4
633ad9d63b298a0cb0fd0b05,5,0,5,3,4
633ad9d63b298a0cb0fd0b05,6,0,7,5,5
633ad9d63b298a0cb0fd0b05,7,0,3,3,3
63403b7f3fd164408c5ad4b0,1,0,4,6,7
63403b7f3fd164408c5ad4b0,2,0,2,5,7
63403b7f3fd164408c5ad4b0,3,0,2,6,5
63403b7f3fd164408c5ad4b0,4,0,5,4,4
63403b7f3fd164408c5ad4b0,5,0,3,5,4
63403b7f3fd164408c5ad4b0,6,0,2,5,3
63403b7f3fd164408c5ad4b0,7,0,4,6,5
634265d4ff46e9c74d9fe152,1,0,2,6,4
634265d4ff46e9c74d9fe152,2,0,4,6,4
634265d4ff46e9c74d9fe152,3,0,3,5,6
634265d4ff46e9c74d9fe152,4,1,3,3,5
634265d4ff46e9c74d9fe152,5,1,5,4,6
634265d4ff46e9c74d9fe152,6,0,3,4,6
634265d4ff46e9c74d9fe152,7,1,3,4,6
634628e1fb755d3adb009a70,1,0,5,6,2
634628e1fb755d3adb009a70,2,0,5,6,2
634628e1fb755d3adb009a70,3,0,5,5,2
634628e1fb755d3adb009a70,4,0,5,6,3
634628e1fb755d3adb009a70,5,0,5,7,2
634628e1fb755d3adb009a70,6,0,6,7,2
634628e1fb755d3adb009a70,7,0,5,7,2
634696400ff1ac25ed01ad11,1,1,3,3,4
634696400ff1ac25ed01ad11,2,1,5,4,5
634696400ff1ac25ed01ad11,3,1,3,2,3
634696400ff1ac25ed01ad11,4,1,4,5,4
634696400ff1ac25ed01ad11,5,1,5,2,5
634696400ff1ac25ed01ad11,6,1,2,2,2
634696400ff1ac25ed01ad11,7,1,1,5,3
63471914225d90278f470759,1,1,1,6,6
63471914225d90278f470759,2,0,1,6,6
63471914225d90278f470759,3,0,6,6,6
63471914225d90278f470759,4,0,6,6,6
63471914225d90278f470759,5,1,6,6,6
63471914225d90278f470759,6,1,5,6,5
63471914225d90278f470759,7,1,5,6,6
634740193026d2b89955a51a,1,0,5,7,2
634740193026d2b89955a51a,2,0,6,7,2
634740193026d2b89955a51a,3,0,7,6,3
634740193026d2b89955a51a,4,0,4,6,5
634740193026d2b89955a51a,5,0,6,7,4
634740193026d2b89955a51a,6,0,6,5,4
634740193026d2b89955a51a,7,0,6,7,5
634825ebf527096edf593db7,1,0,1,6,3
634825ebf527096edf593db7,2,0,1,6,3
634825ebf527096edf593db7,3,0,1,1,3
634825ebf527096edf593db7,4,0,1,6,3
634825ebf527096edf593db7,5,0,1,5,3
634825ebf527096edf593db7,6,0,1,6,3
634825ebf527096edf593db7,7,0,1,6,3
6348801ddd19d0c7bfddac73,1,0,6,6,7
6348801ddd19d0c7bfddac73,2,0,3,5,6
6348801ddd19d0c7bfddac73,3,1,5,6,6
6348801ddd19d0c7bfddac73,4,0,2,6,5
6348801ddd19d0c7bfddac73,5,0,4,7,6
6348801ddd19d0c7bfddac73,6,0,2,6,6
6348801ddd19d0c7bfddac73,7,0,5,7,6
6348845d31edff3dff1b7799,1,0,3,7,4
6348845d31edff3dff1b7799,2,0,3,7,5
6348845d31edff3dff1b7799,3,0,3,7,4
6348845d31edff3dff1b7799,4,0,2,7,5
6348845d31edff3dff1b7799,5,1,4,6,6
6348845d31edff3dff1b7799,6,1,3,6,7
6348845d31edff3dff1b7799,7,0,2,7,5
6352c60b4a9850783773f265,1,0,1,6,3
6352c60b4a9850783773f265,2,0,1,5,2
6352c60b4a9850783773f265,3,0,2,4,2
6352c60b4a9850783773f265,4,1,2,4,2
6352c60b4a9850783773f265,5,0,1,5,2
6352c60b4a9850783773f265,6,1,2,5,3
6352c60b4a9850783773f265,7,1,2,6,4
63614edb8ec467e6999ff831,1,0,2,5,4
63614edb8ec467e6999ff831,2,1,5,5,6
63614edb8ec467e6999ff831,3,0,2,4,2
63614edb8ec467e6999ff831,4,1,5,5,5
63614edb8ec467e6999ff831,5,1,6,6,6
63614edb8ec467e6999ff831,6,1,5,5,5
63614edb8ec467e6999ff831,7,1,6,5,6
6369dd3bd6a643dc7b42ce62,1,1,6,4,3
6369dd3bd6a643dc7b42ce62,2,1,5,5,4
6369dd3bd6a643dc7b42ce62,3,0,4,6,4
6369dd3bd6a643dc7b42ce62,4,1,3,2,3
6369dd3bd6a643dc7b42ce62,5,1,5,4,4
6369dd3bd6a643dc7b42ce62,6,1,4,4,3
6369dd3bd6a643dc7b42ce62,7,1,5,4,3
637e1f1515c2de2fd5c681dc,1,1,6,5,2
637e1f1515c2de2fd5c681dc,2,1,6,3,3
637e1f1515c2de2fd5c681dc,3,1,4,5,5
637e1f1515c2de2fd5c681dc,4,1,6,3,2
637e1f1515c2de2fd5c681dc,5,1,3,5,3
637e1f1515c2de2fd5c681dc,6,1,2,7,6
637e1f1515c2de2fd5c681dc,7,1,1,6,7
637e8173907cabe3d6030bee,1,0,1,7,4
637e8173907cabe3d6030bee,2,0,1,7,4
637e8173907cabe3d6030bee,3,0,1,7,4
637e8173907cabe3d6030bee,4,0,1,7,4
637e8173907cabe3d6030bee,5,1,1,7,4
637e8173907cabe3d6030bee,6,1,1,7,4
637e8173907cabe3d6030bee,7,0,1,7,4
63868eb7abcf3f247da6f52b,1,0,5,1,3
63868eb7abcf3f247da6f52b,2,0,6,1,3
63868eb7abcf3f247da6f52b,3,1,3,4,5
63868eb7abcf3f247da6f52b,4,1,4,6,4
63868eb7abcf3f247da6f52b,5,1,2,6,5
63868eb7abcf3f247da6f52b,6,0,1,3,2
63868eb7abcf3f247da6f52b,7,0,2,2,5
638e4ace1c4a380ecc49932f,1,0,1,7,5
638e4ace1c4a380ecc49932f,2,1,1,7,5
638e4ace1c4a380ecc49932f,3,0,1,7,5
638e4ace1c4a380ecc49932f,4,0,1,7,5
638e4ace1c4a380ecc49932f,5,0,1,7,5
638e4ace1c4a380ecc49932f,6,0,1,7,5
638e4ace1c4a380ecc49932f,7,0,1,7,5
63972b68541bab989795da48,1,0,4,5,4
63972b68541bab989795da48,2,0,4,6,5
63972b68541bab989795da48,3,0,3,5,3
63972b68541bab989795da48,4,0,3,5,5
63972b68541bab989795da48,5,1,3,5,6
63972b68541bab989795da48,6,0,3,5,3
63972b68541bab989795da48,7,1,3,5,3
63b7005d59a418f740ecfa0d,1,0,3,6,5
63b7005d59a418f740ecfa0d,2,0,2,4,5
63b7005d59a418f740ecfa0d,3,1,3,3,5
63b7005d59a418f740ecfa0d,4,0,3,4,5
63b7005d59a418f740ecfa0d,5,0,2,4,5
63b7005d59a418f740ecfa0d,6,0,3,3,5
63b7005d59a418f740ecfa0d,7,0,2,2,4
63bde9862392eebaf64770c2,1,1,2,5,5
63bde9862392eebaf64770c2,2,0,3,6,4
63bde9862392eebaf64770c2,3,0,5,4,5
63bde9862392eebaf64770c2,4,1,6,5,6
63bde9862392eebaf64770c2,5,1,5,3,4
63bde9862392eebaf64770c2,6,0,2,6,6
63bde9862392eebaf64770c2,7,0,4,5,6
63bf40687b33e43442effb9b,1,1,6,7,5
63bf40687b33e43442effb9b,2,1,7,7,6
63bf40687b33e43442effb9b,3,1,5,7,6
63bf40687b33e43442effb9b,4,0,5,7,6
63bf40687b33e43442effb9b,5,1,7,7,6
63bf40687b33e43442effb9b,6,1,6,7,5
63bf40687b33e43442effb9b,7,1,6,7,7
63d000d62878aa92b833c5fc,1,0,1,5,5
63d000d62878aa92b833c5fc,2,0,2,7,4
63d000d62878aa92b833c5fc,3,0,2,7,4
63d000d62878aa92b833c5fc,4,1,1,3,3
63d000d62878aa92b833c5fc,5,0,4,6,5
63d000d62878aa92b833c5fc,6,0,5,7,6
63d000d62878aa92b833c5fc,7,1,2,3,4
63d04eb9d1bdb95639c4826d,1,0,2,5,4
63d04eb9d1bdb95639c4826d,2,0,3,6,6
63d04eb9d1bdb95639c4826d,3,0,3,4,5
63d04eb9d1bdb95639c4826d,4,1,2,5,4
63d04eb9d1bdb95639c4826d,5,0,2,6,4
63d04eb9d1bdb95639c4826d,6,0,4,5,4
63d04eb9d1bdb95639c4826d,7,0,2,6,6
63d1618ef3c2f61f58f6eb40,1,0,1,4,2
63d1618ef3c2f61f58f6eb40,2,0,1,4,2
63d1618ef3c2f61f58f6eb40,3,0,2,5,2
63d1618ef3c2f61f58f6eb40,4,1,1,4,3
63d1618ef3c2f61f58f6eb40,5,0,1,3,2
63d1618ef3c2f61f58f6eb40,6,0,2,5,4
63d1618ef3c2f61f58f6eb40,7,1,3,6,4
63d193c45e01ccb694993e7f,1,0,4,2,2
63d193c45e01ccb694993e7f,2,0,1,2,2
63d193c45e01ccb694993e7f,3,0,2,2,2
63d193c45e01ccb694993e7f,4,0,2,2,3
63d193c45e01ccb694993e7f,5,0,2,2,2
63d193c45e01ccb694993e7f,6,0,4,2,2
63d193c45e01ccb694993e7f,7,0,2,2,3
63d41088860131e49a85cfac,1,0,1,7,7
63d41088860131e49a85cfac,2,0,1,6,6
63d41088860131e49a85cfac,3,0,4,5,6
63d41088860131e49a85cfac,4,0,6,5,6
63d41088860131e49a85cfac,5,0,2,5,6
63d41088860131e49a85cfac,6,0,1,7,6
63d41088860131e49a85cfac,7,0,2,7,6
63d80145d2f0da3ee6a8d523,1,0,2,6,6
63d80145d2f0da3ee6a8d523,2,0,3,5,5
63d80145d2f0da3ee6a8d523,3,0,3,7,5
63d80145d2f0da3ee6a8d523,4,0,3,7,6
63d80145d2f0da3ee6a8d523,5,0,2,5,5
63d80145d2f0da3ee6a8d523,6,0,3,6,4
63d80145d2f0da3ee6a8d523,7,0,2,7,5
63d81c0edc201a5e28a1f695,1,1,3,5,4
63d81c0edc201a5e28a1f695,2,0,3,6,2
63d81c0edc201a5e28a1f695,3,1,3,4,6
63d81c0edc201a5e28a1f695,4,0,3,6,4
63d81c0edc201a5e28a1f695,5,0,3,6,4
63d81c0edc201a5e28a1f695,6,0,3,6,4
63d81c0edc201a5e28a1f695,7,1,5,6,6
560f17aad4ab1e00126fb8f0,1,0,7,7,7
560f17aad4ab1e00126fb8f0,2,1,7,7,7
560f17aad4ab1e00126fb8f0,3,1,7,7,7
560f17aad4ab1e00126fb8f0,4,1,7,7,7
560f17aad4ab1e00126fb8f0,5,0,6,7,7
560f17aad4ab1e00126fb8f0,6,0,7,7,7
560f17aad4ab1e00126fb8f0,7,0,7,7,7
5640c041074be6000a5e997e,1,1,5,7,3
5640c041074be6000a5e997e,2,0,6,7,2
5640c041074be6000a5e997e,3,0,2,7,2
5640c041074be6000a5e997e,4,0,2,7,2
5640c041074be6000a5e997e,5,0,2,7,2
5640c041074be6000a5e997e,6,0,2,7,2
5640c041074be6000a5e997e,7,0,2,7,2
5aec7e89ae13140001fc0cdf,1,1,2,4,3
5aec7e89ae13140001fc0cdf,2,0,2,3,2
5aec7e89ae13140001fc0cdf,3,1,4,5,5
5aec7e89ae13140001fc0cdf,4,1,4,5,5
5aec7e89ae13140001fc0cdf,5,1,6,6,5
5aec7e89ae13140001fc0cdf,6,0,2,5,4
5aec7e89ae13140001fc0cdf,7,0,1,3,2
5e08d48b7bf5721d51467348,1,1,6,5,5
5e08d48b7bf5721d51467348,2,1,5,5,5
5e08d48b7bf5721d51467348,3,0,4,6,5
5e08d48b7bf5721d51467348,4,0,3,5,5
5e08d48b7bf5721d51467348,5,0,2,6,5
5e08d48b7bf5721d51467348,6,0,4,5,4
5e08d48b7bf5721d51467348,7,0,3,6,5
5ebc6d34046b2a0bc9f2b3b8,1,1,7,5,3
5ebc6d34046b2a0bc9f2b3b8,2,1,5,5,5
5ebc6d34046b2a0bc9f2b3b8,3,1,5,5,5
5ebc6d34046b2a0bc9f2b3b8,4,1,6,4,3
5ebc6d34046b2a0bc9f2b3b8,5,1,7,6,2
5ebc6d34046b2a0bc9f2b3b8,6,1,6,5,3
5ebc6d34046b2a0bc9f2b3b8,7,1,7,6,2
5ee4f36b9e25d52096d0edfe,1,0,1,7,2
5ee4f36b9e25d52096d0edfe,2,0,1,6,1
5ee4f36b9e25d52096d0edfe,3,1,2,7,3
5ee4f36b9e25d52096d0edfe,4,1,1,7,4
5ee4f36b9e25d52096d0edfe,5,0,1,7,3
5ee4f36b9e25d52096d0edfe,6,1,2,7,5
5ee4f36b9e25d52096d0edfe,7,1,1,7,3
5f7b85c23139fa143589b106,1,1,3,7,6
5f7b85c23139fa143589b106,2,0,3,7,6
5f7b85c23139fa143589b106,3,0,2,7,7
5f7b85c23139fa143589b106,4,0,1,7,6
5f7b85c23139fa143589b106,5,0,2,7,7
5f7b85c23139fa143589b106,6,0,2,7,6
5f7b85c23139fa143589b106,7,1,2,7,6
5fc6904e5ed32c0778ae12a1,1,1,6,6,5
5fc6904e5ed32c0778ae12a1,2,1,7,7,7
5fc6904e5ed32c0778ae12a1,3,1,7,6,7
5fc6904e5ed32c0778ae12a1,4,1,7,7,6
5fc6904e5ed32c0778ae12a1,5,1,5,4,5
5fc6904e5ed32c0778ae12a1,6,0,4,4,4
5fc6904e5ed32c0778ae12a1,7,1,4,3,4
5fc6f76b2bc0cf01708d907d,1,0,7,7,5
5fc6f76b2bc0cf01708d907d,2,0,7,7,5
5fc6f76b2bc0cf01708d907d,3,1,6,7,6
5fc6f76b2bc0cf01708d907d,4,1,6,7,6
5fc6f76b2bc0cf01708d907d,5,0,6,7,5
5fc6f76b2bc0cf01708d907d,6,0,7,7,5
5fc6f76b2bc0cf01708d907d,7,1,7,7,6
607a3a5716f47a41359384cf,1,0,3,4,2
607a3a5716f47a41359384cf,2,1,4,5,4
607a3a5716f47a41359384cf,3,1,5,6,6
607a3a5716f47a41359384cf,4,1,6,4,5
607a3a5716f47a41359384cf,5,1,6,6,6
607a3a5716f47a41359384cf,6,1,5,5,7
607a3a5716f47a41359384cf,7,1,5,4,5
607f7f18d84d010ea2cd8664,1,0,1,7,7
607f7f18d84d010ea2cd8664,2,0,1,7,7
607f7f18d84d010ea2cd8664,3,0,1,7,7
607f7f18d84d010ea2cd8664,4,0,1,7,7
607f7f18d84d010ea2cd8664,5,0,1,7,7
607f7f18d84d010ea2cd8664,6,0,7,7,7
607f7f18d84d010ea2cd8664,7,0,7,7,7
61116fb00f7f0fbacf0714f9,1,0,3,5,4
61116fb00f7f0fbacf0714f9,2,1,2,7,5
61116fb00f7f0fbacf0714f9,3,1,5,7,5
61116fb00f7f0fbacf0714f9,4,1,5,7,5
61116fb00f7f0fbacf0714f9,5,0,3,4,4
61116fb00f7f0fbacf0714f9,6,0,3,4,4
61116fb00f7f0fbacf0714f9,7,1,4,3,6
61128c2c056a6993a3868078,1,0,1,2,3
61128c2c056a6993a3868078,2,1,4,3,3
61128c2c056a6993a3868078,3,1,3,2,4
61128c2c056a6993a3868078,4,1,3,5,4
61128c2c056a6993a3868078,5,0,1,1,1
61128c2c056a6993a3868078,6,1,3,3,3
61128c2c056a6993a3868078,7,1,2,2,3
614f324e8b434b2a9c0c93c1,1,1,3,4,4
614f324e8b434b2a9c0c93c1,2,0,2,2,3
614f324e8b434b2a9c0c93c1,3,0,2,4,4
614f324e8b434b2a9c0c93c1,4,1,4,3,4
614f324e8b434b2a9c0c93c1,5,1,5,4,5
614f324e8b434b2a9c0c93c1,6,1,4,4,4
614f324e8b434b2a9c0c93c1,7,0,2,2,2
6295270587394aac7ce600db,1,0,3,4,5
6295270587394aac7ce600db,2,0,5,5,5
6295270587394aac7ce600db,3,0,4,4,4
6295270587394aac7ce600db,4,1,4,3,5
6295270587394aac7ce600db,5,0,4,5,4
6295270587394aac7ce600db,6,0,4,3,4
6295270587394aac7ce600db,7,0,4,3,4
63038702fea51556c37c36cf,1,0,3,5,4
63038702fea51556c37c36cf,2,1,3,5,4
63038702fea51556c37c36cf,3,1,6,6,6
63038702fea51556c37c36cf,4,1,6,6,6
63038702fea51556c37c36cf,5,0,3,4,5
63038702fea51556c37c36cf,6,1,5,5,5
63038702fea51556c37c36cf,7,0,4,5,5
63d17cf704d2d7053d56b962,1,1,2,2,3
63d17cf704d2d7053d56b962,2,0,1,2,1
63d17cf704d2d7053d56b962,3,1,2,2,2
63d17cf704d2d7053d56b962,4,1,4,5,4
63d17cf704d2d7053d56b962,5,1,4,4,4
63d17cf704d2d7053d56b962,6,1,3,4,6
63d17cf704d2d7053d56b962,7,1,4,6,4
63d3fa78d12b38b131ef6b76,1,1,5,7,4
63d3fa78d12b38b131ef6b76,2,1,5,7,6
63d3fa78d12b38b131ef6b76,3,1,4,7,5
63d3fa78d12b38b131ef6b76,4,1,5,7,6
63d3fa78d12b38b131ef6b76,5,1,6,7,5
63d3fa78d12b38b131ef6b76,6,1,6,7,5
63d3fa78d12b38b131ef6b76,7,1,6,7,5
63e53dc0bb780ac38cdcf77e,1,0,4,7,5
63e53dc0bb780ac38cdcf77e,2,0,3,5,3
63e53dc0bb780ac38cdcf77e,3,1,5,5,4
63e53dc0bb780ac38cdcf77e,4,1,5,4,6
63e53dc0bb780ac38cdcf77e,5,0,6,6,5
63e53dc0bb780ac38cdcf77e,6,0,3,4,3
63e53dc0bb780ac38cdcf77e,7,1,5,6,6
