Participant,Paragraph,PP_Gazes,PP_Area_of_Interest_Gazes,PP_OffscreenPix,PP_OffscreenProp,PP_2_Gazes,PP_2_Area_of_Interest_Gazes,PP_2_OffscreenPix,PP_2_OffscreenProp,PP_3_Gazes,PP_3_Area_of_Interest_Gazes,PP_3_OffscreenPix,PP_3_OffscreenProp,PP_cluster_num_clusters,PP_cluster_avg_duration,PP_cluster_sd_duration,PP_cluster_skew_duration,PP_dispersion,PP_2_cluster_num_clusters,PP_2_cluster_avg_duration,PP_2_cluster_sd_duration,PP_2_cluster_skew_duration,PP_2_dispersion,PP_3_cluster_num_clusters,PP_3_cluster_avg_duration,PP_3_cluster_sd_duration,PP_3_cluster_skew_duration,PP_3_dispersion,wordCount_with_stopwords,syllableCount_with_stopwords,ease_of_reading,wordCount_without_stopwords,syllableCount_without_stopwords,sentiment,PP_Cardinal_Numbers,PP_Noun_Singular,PP_Adjective ,PP_Verb_Past_Participle,PP_Verb_Present_Tense,PP_Noun_Plural,PP_Verb_Past_Tense,PP_Verb_Gerund_Present_Participle,PP_Determiner ,PP_Preposition ,PP_Adjective_Superlative,PP_Modal_Verb,PP_Verb_Base_Form,PP_Adverb ,PP_Verb_3rd_Person_Singular_Present,PP_Adverb_Superlative,PP_Adjective_Comparative,PP_Wh-Adverb,PP_Adverb_Comparative ,PP_2_Cardinal_Numbers,PP_2_Noun_Singular,PP_2_Adjective ,PP_2_Verb_Past_Participle,PP_2_Verb_Present_Tense,PP_2_Noun_Plural,PP_2_Verb_Past_Tense,PP_2_Verb_Gerund_Present_Participle,PP_2_Determiner ,PP_2_Preposition ,PP_2_Adjective_Superlative,PP_2_Modal_Verb,PP_2_Verb_Base_Form,PP_2_Adverb ,PP_2_Verb_3rd_Person_Singular_Present,PP_2_Adverb_Superlative,PP_2_Adjective_Comparative,PP_2_Wh-Adverb,PP_2_Adverb_Comparative ,PP_3_Cardinal_Numbers,PP_3_Noun_Singular,PP_3_Adjective ,PP_3_Verb_Past_Participle,PP_3_Verb_Present_Tense,PP_3_Noun_Plural,PP_3_Verb_Past_Tense,PP_3_Verb_Gerund_Present_Participle,PP_3_Determiner ,PP_3_Preposition ,PP_3_Adjective_Superlative,PP_3_Modal_Verb,PP_3_Verb_Base_Form,PP_3_Adverb ,PP_3_Verb_3rd_Person_Singular_Present,PP_3_Adverb_Superlative,PP_3_Adjective_Comparative,PP_3_Wh-Adverb,PP_3_Adverb_Comparative ,TUT
60cc67809f92d570ba4dc2c5,4,-0.061733737,0.127169918,-0.324430124,-0.293306007,-0.381825183,-0.191659276,-0.474913514,-0.541779491,-0.261501529,-0.124017472,-0.232551134,-0.265134968,-0.491937132,-0.011027898,0.021744694,-1.311299501,0.761683012,-0.473219872,0.004113564,-0.013149858,-1.010852853,1.419553514,-0.445420338,-0.006141065,0.086421229,-1.244449264,0.496372788,1.177098387,1.349251762,-0.958994092,1.378870979,1.539453714,0.40824829,-0.588348405,0.836660027,1.107823419,2.218800785,2.165063509,1.361227819,-1.300887271,-0.114707867,1.58113883,1.961161351,0,0,0,1.127667777,2.319003617,0,0,-0.40824829,0,-0.544331054,0.87811408,0.243332132,0.277350098,-0.512877645,0.567281685,-0.232845158,1.716232661,-0.40824829,-0.811107106,2.449489743,1.58113883,1.154700538,0.40824829,-0.762000762,0,0,-0.632455532,0,1.58066958,-0.063290324,-0.364354127,-0.363890784,0.544480674,1.867248408,1.106196443,2.027570887,2.448883958,0.865596996,0,-0.40834928,-0.632643288,-0.935216061,-0.544480674,0,-0.40834928,-0.40834928,0,0
60cc67809f92d570ba4dc2c5,10,-0.88313992,-0.699854089,-0.518038903,-0.584016617,-0.326270561,-0.274111789,-0.309780785,-0.370493859,-0.921580694,-0.751902999,-0.492256624,-0.569410952,-0.527580864,-0.050984097,0.133295932,,2.477968885,-0.503294652,-0.013914553,0.017535446,-0.407931072,0.251907947,-0.51619356,-0.057807153,0.138964243,0.003298839,0.135358693,-1.70454138,-1.72174458,1.330176323,-1.715694424,-1.659128561,0.40824829,-0.588348405,-1.25499004,-1.477097892,-0.693375245,-0.866025404,-1.814970426,-0.886968594,-0.917662935,-0.632455532,-0.784464541,0,0,0,-0.931551642,-0.632455532,0,0,-0.40824829,0,0.40824829,-0.27441065,-0.040555355,2.218800785,-0.186500962,-0.515710623,0.853765578,-0.953462589,-0.40824829,0.324442842,-0.40824829,-0.632455532,1.154700538,1.360827635,-0.762000762,0,0,-0.632455532,0,-0.632643288,-1.386588107,-1.213313645,-1.21260935,-1.360393849,-1.001760115,-1.172289941,-0.811847186,-0.40834928,-1.155272031,0,-0.40834928,-0.632643288,-0.935216061,0.407956588,0,-0.40834928,-0.40834928,0,0
60cc67809f92d570ba4dc2c5,15,-0.745673183,-0.593435558,-0.430914953,-0.52235073,-0.731613544,-0.620412343,-0.342807331,-0.430947611,0.067765128,0.094247497,-0.14877517,-0.112996977,-0.500848065,-0.029191974,0.038250843,-0.691605579,0.801818102,-0.543394357,-0.055637623,0.201251011,0.210152422,1.613480094,-0.489653601,-0.02246538,-0.014182122,-0.135496262,-0.249760202,-0.849054574,-0.968481326,1.19802265,-0.978893138,-1.087953155,-2.449489743,2.157277487,-1.25499004,-0.615457455,0.277350098,-0.866025404,0.453742606,-0.473049917,-1.720618004,-0.632455532,-0.784464541,0,0,0,-0.931551642,-0.632455532,0,0,-0.40824829,0,2.313406979,0.87811408,-0.608330329,-0.693375245,-0.186500962,-0.154713187,-0.232845158,-0.953462589,-0.40824829,1.45999279,-0.40824829,-0.632455532,-0.866025404,-0.544331054,-0.762000762,0,0,-0.632455532,0,1.58066958,0.377808937,1.899537921,0.484827781,1.496917935,0.273354784,-0.716592664,-0.243963572,-0.40834928,0.865596996,0,-0.40834928,1.58066958,0.935216061,2.31283111,0,2.448883958,-0.40834928,0,0
60cc67809f92d570ba4dc2c5,20,-0.350244173,-0.15255879,-0.411554075,-0.390209544,-0.939428983,-0.768826866,-0.518948908,-0.57704418,-0.737624206,-0.704064102,-0.395914265,-0.455307458,-0.491937132,-0.009458261,0.021967802,-1.321502266,0.657114338,-0.523344504,-0.026864644,0.028760747,0.1211464,0.390855933,-0.525040212,-0.057270975,0.215357201,-0.062299401,0.977077491,1.177098387,0.972620135,-0.773082992,0.715749821,0.587494703,0.40824829,0.784464541,1.25499004,1.107823419,-0.693375245,0.144337567,0,0.354787438,-0.114707867,-0.632455532,0.588348405,0,0,0,0.098058068,0.105409255,0,0,-0.40824829,0,-0.544331054,-0.65858556,-1.176105303,-0.693375245,-0.512877645,-1.237705496,-1.319455894,-0.953462589,2.449489743,-0.811107106,-0.40824829,-0.632455532,-0.866025404,-0.544331054,1.016001016,0,0,-0.632455532,0,-0.632643288,-0.651422672,-1.213313645,-0.363890784,0.544480674,0.273354784,-1.172289941,-1.379730801,-0.40834928,-1.155272031,0,-0.40834928,-0.632643288,0,-0.544480674,0,-0.40834928,-0.40834928,0,0
60cc67809f92d570ba4dc2c5,26,-0.428311703,-0.289382615,-0.203424637,-0.209616589,-0.562892099,-0.397790558,-0.265745391,-0.330191357,-0.33261076,-0.303413337,-0.354026283,-0.398255711,-0.500848065,-0.026688503,0.021059701,-0.630216633,0.433507364,-0.493269725,-0.011106449,0.089413491,-1.051283819,0.507265494,-0.471960296,-0.007971218,0.009727363,-0.602639014,-0.46000949,0.636790931,0.480101854,0.727645167,0.642069692,0.435181262,0.40824829,-0.588348405,0.836660027,1.107823419,-0.693375245,0.144337567,0,2.010462146,0.688247202,-0.632455532,-0.784464541,0,0,0,-0.588348405,-0.632455532,0,0,2.449489743,0,-0.544331054,1.26228899,-0.324442842,-0.693375245,-0.512877645,-0.876708059,1.397070946,-0.286038777,-0.40824829,1.45999279,-0.40824829,1.58113883,1.154700538,-0.544331054,1.905001905,0,0,1.58113883,0,-0.632643288,0.671875111,0.201618885,-1.21260935,-1.360393849,-1.001760115,1.106196443,-0.243963572,-0.40834928,0.865596996,0,-0.40834928,-0.632643288,1.870432121,-0.544480674,0,-0.40834928,-0.40834928,0,0
60cc67809f92d570ba4dc2c5,31,-0.521653315,-0.487017028,-0.140501784,-0.205211883,-0.367422133,-0.249376035,-0.177674603,-0.199208227,-0.173387916,-0.225675129,-0.136208775,-0.139621125,-0.483026199,-0.007505439,-0.008649317,-0.696528832,0.294744533,-0.513319578,-0.012342515,0.135523779,-0.932863126,0.952297523,-0.507346907,-0.021377092,0.157454505,-0.650013068,0.869757752,-0.443823982,-0.2731614,-1.303937579,-0.389452109,-0.174072505,0.40824829,-0.588348405,0.418330013,-0.615457455,-0.693375245,-0.866025404,-0.907485213,0.354787438,0.688247202,-0.632455532,-0.784464541,0,0,0,-0.588348405,-0.632455532,0,0,-0.40824829,0,-0.544331054,-1.81111029,2.230544541,-0.693375245,2.424512501,2.01127143,-1.319455894,0.381385036,-0.40824829,-0.811107106,-0.40824829,-0.632455532,-0.866025404,1.360827635,-0.762000762,0,0,1.58113883,0,-0.632643288,1.848139807,0.484605391,1.333546346,-0.407956588,-1.001760115,1.106196443,0.323920043,-0.40834928,0.865596996,0,2.448883958,1.58066958,-0.935216061,-0.544480674,0,-0.40834928,-0.40834928,0,1
60cc67809f92d570ba4dc2c5,36,-0.591235243,-0.438368557,-0.372832319,-0.363781306,-0.791283324,-0.587431338,-0.529957757,-0.551855116,-0.637143771,-0.527658168,-0.404291861,-0.451504008,-0.536491796,-0.114047736,,,-2.144825382,-0.543394357,-0.056950259,0.288437306,0.124583873,1.317858804,-0.498500254,-0.013218611,0.164128668,-0.475284538,0.149175796,0.006432232,0.161413554,-0.219829477,0.347349178,0.359024541,0.40824829,-0.588348405,-0.836660027,-0.615457455,0.277350098,0.144337567,0.907485213,-0.05913124,1.49120227,1.58113883,0.588348405,0,0,0,1.81407425,0.105409255,0,0,-0.40824829,0,-0.544331054,-0.27441065,-0.324442842,0.277350098,-0.512877645,0.206284249,0.853765578,1.048808848,-0.40824829,-0.811107106,-0.40824829,-0.632455532,-0.866025404,-1.496910398,0.127000127,0,0,-0.632455532,0,-0.632643288,-0.798455759,0.201618885,1.333546346,0.544480674,0.592133509,-0.260895388,0.323920043,-0.40834928,-1.155272031,0,-0.40834928,-0.632643288,0,-0.544480674,0,-0.40834928,2.448883958,0,1
60e1d5f866e681d7e33fd01c,4,0.303147109,0.236628978,0.37256148,0.429065812,1.066710149,1.539843494,0.158095279,0.546388054,-0.086820157,0.040428737,-0.098509591,0.042944464,-0.393916871,-0.055514188,-0.041906948,-0.22340958,-0.509360092,-0.463194946,-0.055924016,-0.022716832,-0.1990937,1.28325331,-0.427727032,-0.05489341,-0.070575896,-0.715335381,-0.139513387,1.177098387,1.349251762,-0.958994092,1.378870979,1.539453714,0.40824829,-0.588348405,0.836660027,1.107823419,2.218800785,2.165063509,1.361227819,-1.300887271,-0.114707867,1.58113883,1.961161351,0,0,0,1.127667777,2.319003617,0,0,-0.40824829,0,-0.544331054,0.87811408,0.243332132,0.277350098,-0.512877645,0.567281685,-0.232845158,1.716232661,-0.40824829,-0.811107106,2.449489743,1.58113883,1.154700538,0.40824829,-0.762000762,0,0,-0.632455532,0,1.58066958,-0.063290324,-0.364354127,-0.363890784,0.544480674,1.867248408,1.106196443,2.027570887,2.448883958,0.865596996,0,-0.40834928,-0.632643288,-0.935216061,-0.544480674,0,-0.40834928,-0.40834928,0,1
60e1d5f866e681d7e33fd01c,10,-0.696456697,-0.602557147,-0.435755172,-0.443066018,2.072866083,0.694705238,2.981864938,3.095521282,-0.842742199,-0.674164791,-0.433613449,-0.531376454,-0.474115266,-0.063322635,-0.106971035,-1.217529608,0.780990976,-0.212571786,-0.051112675,-0.049466813,-0.0382572,-0.904913545,-0.51619356,-0.078750256,-0.032433528,-1.177911963,0.743664583,-1.70454138,-1.72174458,1.330176323,-1.715694424,-1.659128561,0.40824829,-0.588348405,-1.25499004,-1.477097892,-0.693375245,-0.866025404,-1.814970426,-0.886968594,-0.917662935,-0.632455532,-0.784464541,0,0,0,-0.931551642,-0.632455532,0,0,-0.40824829,0,0.40824829,-0.27441065,-0.040555355,2.218800785,-0.186500962,-0.515710623,0.853765578,-0.953462589,-0.40824829,0.324442842,-0.40824829,-0.632455532,1.154700538,1.360827635,-0.762000762,0,0,-0.632455532,0,-0.632643288,-1.386588107,-1.213313645,-1.21260935,-1.360393849,-1.001760115,-1.172289941,-0.811847186,-0.40834928,-1.155272031,0,-0.40834928,-0.632643288,-0.935216061,0.407956588,0,-0.40834928,-0.40834928,0,1
60e1d5f866e681d7e33fd01c,15,-0.548807238,-0.620800323,0.328999505,0.200021089,-0.044382293,-0.335951173,0.273688189,0.329762107,1.120490917,0.363341294,0.6261525,0.879703418,-0.438471535,-0.051788784,-0.023483945,-0.177069463,-0.068030697,-0.433120167,-0.053490526,-0.166365856,1.235411005,-0.66866252,-0.233100671,-0.055905509,-0.090505615,-0.389950681,-0.443498937,-0.849054574,-0.968481326,1.19802265,-0.978893138,-1.087953155,-2.449489743,2.157277487,-1.25499004,-0.615457455,0.277350098,-0.866025404,0.453742606,-0.473049917,-1.720618004,-0.632455532,-0.784464541,0,0,0,-0.931551642,-0.632455532,0,0,-0.40824829,0,2.313406979,0.87811408,-0.608330329,-0.693375245,-0.186500962,-0.154713187,-0.232845158,-0.953462589,-0.40824829,1.45999279,-0.40824829,-0.632455532,-0.866025404,-0.544331054,-0.762000762,0,0,-0.632455532,0,1.58066958,0.377808937,1.899537921,0.484827781,1.496917935,0.273354784,-0.716592664,-0.243963572,-0.40834928,0.865596996,0,-0.40834928,1.58066958,0.935216061,2.31283111,0,2.448883958,-0.40834928,0,1
60e1d5f866e681d7e33fd01c,20,0.513590015,-0.629921912,2.492577609,2.252614183,-0.922968354,-0.843034127,-0.117125935,-0.254624167,-0.793274908,-0.769842586,-0.098509591,-0.227100471,-0.242431013,-0.05494968,-0.066120464,-0.317908718,-0.284226257,-0.533369431,-0.076771062,-0.013666548,-1.049290366,1.241089593,-0.507346907,-0.059930417,-0.176394024,-0.464884415,-0.137863907,1.177098387,0.972620135,-0.773082992,0.715749821,0.587494703,0.40824829,0.784464541,1.25499004,1.107823419,-0.693375245,0.144337567,0,0.354787438,-0.114707867,-0.632455532,0.588348405,0,0,0,0.098058068,0.105409255,0,0,-0.40824829,0,-0.544331054,-0.65858556,-1.176105303,-0.693375245,-0.512877645,-1.237705496,-1.319455894,-0.953462589,2.449489743,-0.811107106,-0.40824829,-0.632455532,-0.866025404,-0.544331054,1.016001016,0,0,-0.632455532,0,-0.632643288,-0.651422672,-1.213313645,-0.363890784,0.544480674,0.273354784,-1.172289941,-1.379730801,-0.40834928,-1.155272031,0,-0.40834928,-0.632643288,0,-0.544480674,0,-0.40834928,-0.40834928,0,1
60e1d5f866e681d7e33fd01c,26,0.625599949,0.200142625,0.938867158,1.111795275,-0.036151979,-0.245253409,0.389281099,0.606841806,-0.484104339,-0.297433475,-0.253495125,-0.249921169,-0.278074744,-0.04907669,-0.070125778,1.047674573,0.346037283,-0.372970608,-0.057862541,-0.101179624,-1.66196115,0.062324187,-0.45426699,-0.050372805,-0.031994197,-0.396325549,0.171258394,0.636790931,0.480101854,0.727645167,0.642069692,0.435181262,0.40824829,-0.588348405,0.836660027,1.107823419,-0.693375245,0.144337567,0,2.010462146,0.688247202,-0.632455532,-0.784464541,0,0,0,-0.588348405,-0.632455532,0,0,2.449489743,0,-0.544331054,1.26228899,-0.324442842,-0.693375245,-0.512877645,-0.876708059,1.397070946,-0.286038777,-0.40824829,1.45999279,-0.40824829,1.58113883,1.154700538,-0.544331054,1.905001905,0,0,1.58113883,0,-0.632643288,0.671875111,0.201618885,-1.21260935,-1.360393849,-1.001760115,1.106196443,-0.243963572,-0.40834928,0.865596996,0,-0.40834928,-0.632643288,1.870432121,-0.544480674,0,-0.40834928,-0.40834928,0,1
60e1d5f866e681d7e33fd01c,31,-0.441888665,-0.37147691,-0.406713855,-0.465089549,0.836261346,1.041005792,0.647989041,0.899034943,-0.276960057,0.142086394,-0.324704695,-0.364024663,-0.411738737,-0.040048298,-0.04946202,0.605331845,-0.659338585,-0.132372375,-0.042057808,-0.096630873,0.407264551,-0.203852205,-0.35695381,-0.044786807,-0.088954496,-0.436966348,0.103915286,-0.443823982,-0.2731614,-1.303937579,-0.389452109,-0.174072505,0.40824829,-0.588348405,0.418330013,-0.615457455,-0.693375245,-0.866025404,-0.907485213,0.354787438,0.688247202,-0.632455532,-0.784464541,0,0,0,-0.588348405,-0.632455532,0,0,-0.40824829,0,-0.544331054,-1.81111029,2.230544541,-0.693375245,2.424512501,2.01127143,-1.319455894,0.381385036,-0.40824829,-0.811107106,-0.40824829,-0.632455532,-0.866025404,1.360827635,-0.762000762,0,0,1.58113883,0,-0.632643288,1.848139807,0.484605391,1.333546346,-0.407956588,-1.001760115,1.106196443,0.323920043,-0.40834928,0.865596996,0,2.448883958,1.58066958,-0.935216061,-0.544480674,0,-0.40834928,-0.40834928,0,1
60e1d5f866e681d7e33fd01c,36,-0.511470593,-0.505260205,-0.150182223,-0.130331877,-0.567007257,-0.546205081,-0.205196724,-0.189132601,-0.462462399,-0.539617892,-0.0775656,-0.147228025,-0.340451274,-0.042867252,-0.038313781,-0.164753571,0.617430488,-0.493269725,-0.050633199,-0.192646897,-0.615944712,0.980358265,-0.410033727,-0.053319345,-0.114672016,-2.032388677,-0.219431232,0.006432232,0.161413554,-0.219829477,0.347349178,0.359024541,0.40824829,-0.588348405,-0.836660027,-0.615457455,0.277350098,0.144337567,0.907485213,-0.05913124,1.49120227,1.58113883,0.588348405,0,0,0,1.81407425,0.105409255,0,0,-0.40824829,0,-0.544331054,-0.27441065,-0.324442842,0.277350098,-0.512877645,0.206284249,0.853765578,1.048808848,-0.40824829,-0.811107106,-0.40824829,-0.632455532,-0.866025404,-1.496910398,0.127000127,0,0,-0.632455532,0,-0.632643288,-0.798455759,0.201618885,1.333546346,0.544480674,0.592133509,-0.260895388,0.323920043,-0.40834928,-1.155272031,0,-0.40834928,-0.632643288,0,-0.544480674,0,-0.40834928,2.448883958,0,1
60fc2ec58ad0da367daee3c1,4,1.017634719,0.790005335,1.359966253,1.332030585,0.237505975,0.863732889,-0.243727694,-0.1488301,0.621180447,1.296199791,-0.240928731,-0.090176278,-0.385005938,0.943046409,3.835899968,0.462501365,0.27310909,-0.493269725,-0.068091256,-0.101960559,1.150517047,0.425003976,-0.471960296,-0.069138376,-0.034160531,-0.085145623,0.20193906,1.177098387,1.349251762,-0.958994092,1.378870979,1.539453714,0.40824829,-0.588348405,0.836660027,1.107823419,2.218800785,2.165063509,1.361227819,-1.300887271,-0.114707867,1.58113883,1.961161351,0,0,0,1.127667777,2.319003617,0,0,-0.40824829,0,-0.544331054,0.87811408,0.243332132,0.277350098,-0.512877645,0.567281685,-0.232845158,1.716232661,-0.40824829,-0.811107106,2.449489743,1.58113883,1.154700538,0.40824829,-0.762000762,0,0,-0.632455532,0,1.58066958,-0.063290324,-0.364354127,-0.363890784,0.544480674,1.867248408,1.106196443,2.027570887,2.448883958,0.865596996,0,-0.40834928,-0.632643288,-0.935216061,-0.544480674,0,-0.40834928,-0.40834928,0,1
60fc2ec58ad0da367daee3c1,10,-0.928962166,-0.645124559,-0.595482415,-0.645682504,-0.548489049,-0.109206763,-0.419869271,-0.471250113,-0.929309959,-0.716023826,-0.513200615,-0.603642,-0.527580864,-0.059507821,-0.018782637,,2.477968885,-0.553419284,-0.10958696,-0.058839675,,2.678214687,-0.533886865,-0.077238234,0.215688373,,2.595704978,-1.70454138,-1.72174458,1.330176323,-1.715694424,-1.659128561,0.40824829,-0.588348405,-1.25499004,-1.477097892,-0.693375245,-0.866025404,-1.814970426,-0.886968594,-0.917662935,-0.632455532,-0.784464541,0,0,0,-0.931551642,-0.632455532,0,0,-0.40824829,0,0.40824829,-0.27441065,-0.040555355,2.218800785,-0.186500962,-0.515710623,0.853765578,-0.953462589,-0.40824829,0.324442842,-0.40824829,-0.632455532,1.154700538,1.360827635,-0.762000762,0,0,-0.632455532,0,-0.632643288,-1.386588107,-1.213313645,-1.21260935,-1.360393849,-1.001760115,-1.172289941,-0.811847186,-0.40834928,-1.155272031,0,-0.40834928,-0.632643288,-0.935216061,0.407956588,0,-0.40834928,-0.40834928,0,0
60fc2ec58ad0da367daee3c1,15,-0.684576855,-0.243774673,-0.595482415,-0.672110741,-0.746016595,-0.146310394,-0.562984303,-0.602233243,0.11259486,0.871629578,-0.320515897,-0.329793615,-0.518669931,-0.07419088,0.034361663,-0.0317423,0.948774849,-0.543394357,-0.08014016,0.099721542,0.004624629,1.028898764,-0.471960296,-0.065020531,-0.077511699,0.6514807,0.738126766,-0.849054574,-0.968481326,1.19802265,-0.978893138,-1.087953155,-2.449489743,2.157277487,-1.25499004,-0.615457455,0.277350098,-0.866025404,0.453742606,-0.473049917,-1.720618004,-0.632455532,-0.784464541,0,0,0,-0.931551642,-0.632455532,0,0,-0.40824829,0,2.313406979,0.87811408,-0.608330329,-0.693375245,-0.186500962,-0.154713187,-0.232845158,-0.953462589,-0.40824829,1.45999279,-0.40824829,-0.632455532,-0.866025404,-0.544331054,-0.762000762,0,0,-0.632455532,0,1.58066958,0.377808937,1.899537921,0.484827781,1.496917935,0.273354784,-0.716592664,-0.243963572,-0.40834928,0.865596996,0,-0.40834928,1.58066958,0.935216061,2.31283111,0,2.448883958,-0.40834928,0,0
60fc2ec58ad0da367daee3c1,20,0.019728033,0.0116298,0.125710287,0.292519919,-0.964119926,-0.641025471,-0.585002,-0.642535745,-0.825737818,-0.575497065,-0.504823018,-0.565607502,-0.500848065,-0.064669741,0.002423728,-0.410551502,-0.176992902,-0.543394357,-0.085959513,-0.236620655,0.722511912,0.928766263,-0.533886865,-0.130191149,-0.244587836,,2.595704978,1.177098387,0.972620135,-0.773082992,0.715749821,0.587494703,0.40824829,0.784464541,1.25499004,1.107823419,-0.693375245,0.144337567,0,0.354787438,-0.114707867,-0.632455532,0.588348405,0,0,0,0.098058068,0.105409255,0,0,-0.40824829,0,-0.544331054,-0.65858556,-1.176105303,-0.693375245,-0.512877645,-1.237705496,-1.319455894,-0.953462589,2.449489743,-0.811107106,-0.40824829,-0.632455532,-0.866025404,-0.544331054,1.016001016,0,0,-0.632455532,0,-0.632643288,-0.651422672,-1.213313645,-0.363890784,0.544480674,0.273354784,-1.172289941,-1.379730801,-0.40834928,-1.155272031,0,-0.40834928,-0.632643288,0,-0.544480674,0,-0.40834928,-0.40834928,0,1
60fc2ec58ad0da367daee3c1,26,-0.435100184,-0.134315613,-0.305069246,-0.249258945,-0.678116501,-0.406035809,-0.408860423,-0.471250113,-0.559851128,-0.405070994,-0.320515897,-0.329793615,-0.518669931,-0.058415036,-0.011597189,0.567374472,1.046838384,-0.533369431,-0.069223405,0.229096635,-0.177328716,0.794876806,-0.507346907,-0.068577892,-0.093106747,0.915155496,0.439346549,0.636790931,0.480101854,0.727645167,0.642069692,0.435181262,0.40824829,-0.588348405,0.836660027,1.107823419,-0.693375245,0.144337567,0,2.010462146,0.688247202,-0.632455532,-0.784464541,0,0,0,-0.588348405,-0.632455532,0,0,2.449489743,0,-0.544331054,1.26228899,-0.324442842,-0.693375245,-0.512877645,-0.876708059,1.397070946,-0.286038777,-0.40824829,1.45999279,-0.40824829,1.58113883,1.154700538,-0.544331054,1.905001905,0,0,1.58113883,0,-0.632643288,0.671875111,0.201618885,-1.21260935,-1.360393849,-1.001760115,1.106196443,-0.243963572,-0.40834928,0.865596996,0,-0.40834928,-0.632643288,1.870432121,-0.544480674,0,-0.40834928,-0.40834928,0,0
60fc2ec58ad0da367daee3c1,31,-0.755855904,-0.526543911,-0.595482415,-0.680920154,-0.408573705,-0.340073799,-0.386842725,-0.400720735,-0.504200426,-0.33929251,-0.261872722,-0.268938418,-0.527580864,-0.047407709,0.031143307,,2.477968885,-0.543394357,-0.068851491,0.192168945,0.081006174,0.95633614,-0.51619356,-0.055844742,-0.018963426,0.811146424,0.738681908,-0.443823982,-0.2731614,-1.303937579,-0.389452109,-0.174072505,0.40824829,-0.588348405,0.418330013,-0.615457455,-0.693375245,-0.866025404,-0.907485213,0.354787438,0.688247202,-0.632455532,-0.784464541,0,0,0,-0.588348405,-0.632455532,0,0,-0.40824829,0,-0.544331054,-1.81111029,2.230544541,-0.693375245,2.424512501,2.01127143,-1.319455894,0.381385036,-0.40824829,-0.811107106,-0.40824829,-0.632455532,-0.866025404,1.360827635,-0.762000762,0,0,1.58113883,0,-0.632643288,1.848139807,0.484605391,1.333546346,-0.407956588,-1.001760115,1.106196443,0.323920043,-0.40834928,0.865596996,0,2.448883958,1.58066958,-0.935216061,-0.544480674,0,-0.40834928,-0.40834928,0,1
60fc2ec58ad0da367daee3c1,36,-0.584446763,-0.392760616,-0.585801976,-0.672110741,-0.641080086,-0.28235704,-0.607019697,-0.713065123,-0.606226714,-0.440950167,-0.496445422,-0.573214401,-0.536491796,-0.127399584,,,-2.144825382,-0.553419284,-0.085303195,-0.24848055,,2.678214687,-0.51619356,-0.066139355,0.210711482,-0.169021805,1.957693064,0.006432232,0.161413554,-0.219829477,0.347349178,0.359024541,0.40824829,-0.588348405,-0.836660027,-0.615457455,0.277350098,0.144337567,0.907485213,-0.05913124,1.49120227,1.58113883,0.588348405,0,0,0,1.81407425,0.105409255,0,0,-0.40824829,0,-0.544331054,-0.27441065,-0.324442842,0.277350098,-0.512877645,0.206284249,0.853765578,1.048808848,-0.40824829,-0.811107106,-0.40824829,-0.632455532,-0.866025404,-1.496910398,0.127000127,0,0,-0.632455532,0,-0.632643288,-0.798455759,0.201618885,1.333546346,0.544480674,0.592133509,-0.260895388,0.323920043,-0.40834928,-1.155272031,0,-0.40834928,-0.632643288,0,-0.544480674,0,-0.40834928,2.448883958,0,0
610a40ffbf11d261514a7c0a,4,-0.183926392,0.291358508,-0.251826832,-0.271282476,-0.573179992,-0.09271626,-0.419869271,-0.501476989,-0.307877114,-0.061228919,-0.370781475,-0.42107641,-0.331540341,-0.052434521,-0.034003158,-0.412098622,-0.733426299,-0.332870903,-0.049998758,-0.074523683,-0.844846395,-0.458208458,-0.45426699,-0.049273153,-0.111369314,-0.477277051,0.059653593,1.177098387,1.349251762,-0.958994092,1.378870979,1.539453714,0.40824829,-0.588348405,0.836660027,1.107823419,2.218800785,2.165063509,1.361227819,-1.300887271,-0.114707867,1.58113883,1.961161351,0,0,0,1.127667777,2.319003617,0,0,-0.40824829,0,-0.544331054,0.87811408,0.243332132,0.277350098,-0.512877645,0.567281685,-0.232845158,1.716232661,-0.40824829,-0.811107106,2.449489743,1.58113883,1.154700538,0.40824829,-0.762000762,0,0,-0.632455532,0,1.58066958,-0.063290324,-0.364354127,-0.363890784,0.544480674,1.867248408,1.106196443,2.027570887,2.448883958,0.865596996,0,-0.40834928,-0.632643288,-0.935216061,-0.544480674,0,-0.40834928,-0.40834928,0,1
610a40ffbf11d261514a7c0a,10,-0.937447767,-0.724178324,-0.459956269,-0.575207205,-0.470301063,-0.542082456,0.14708643,-0.022884782,-0.91385143,-0.757882861,-0.45455744,-0.542786803,-0.518669931,-0.070376067,0.017450487,-0.98732106,2.234872359,-0.473219872,-0.061623243,-0.003593551,0.181078654,0.6369919,-0.525040212,-0.086481939,0.073095473,0.386844889,0.964663677,-1.70454138,-1.72174458,1.330176323,-1.715694424,-1.659128561,0.40824829,-0.588348405,-1.25499004,-1.477097892,-0.693375245,-0.866025404,-1.814970426,-0.886968594,-0.917662935,-0.632455532,-0.784464541,0,0,0,-0.931551642,-0.632455532,0,0,-0.40824829,0,0.40824829,-0.27441065,-0.040555355,2.218800785,-0.186500962,-0.515710623,0.853765578,-0.953462589,-0.40824829,0.324442842,-0.40824829,-0.632455532,1.154700538,1.360827635,-0.762000762,0,0,-0.632455532,0,-0.632643288,-1.386588107,-1.213313645,-1.21260935,-1.360393849,-1.001760115,-1.172289941,-0.811847186,-0.40834928,-1.155272031,0,-0.40834928,-0.632643288,-0.935216061,0.407956588,0,-0.40834928,-0.40834928,0,0
